version,instrument,signal_date,order_date,deal_date,entry_type,entry_price,exit_signal_date,exit_date,exit_price,initial_stop,current_stop,R,exit_reason,holding_days,cost_before_return,cost_after_return
market_width,SZ002353,2026-01-06,2026-01-07,2026-01-07,ema_state,72.7300033569336,2026-03-30,2026-03-31,98.0,66.91160308837891,66.91160308837891,5.818400268554683,ema60_exit,83,0.34744940845183303,0.34475585641094963
market_width,SZ002028,2025-10-15,2025-10-16,2025-10-16,ema_state,107.61000061035156,2026-04-28,2026-04-29,195.0,99.00120056152345,99.00120056152345,8.608800048828115,ema60_exit,195,0.8120992370038324,0.8084768497234649
industry_theme_state,SH601689,2025-03-06,2025-03-07,2025-03-07,ema_state,62.619998931884766,2025-03-11,2025-03-12,59.709999084472656,57.61039901733399,57.61039901733399,5.009599914550776,ema60_exit,5,-0.04647077446579769,-0.04866068131504763
industry_theme_state,SH603986,2025-03-06,2025-03-07,2025-03-07,ema_state,135.9600067138672,2025-03-13,2025-03-14,123.61000061035156,125.08320617675781,125.08320617675781,10.876800537109375,stop_loss,7,-0.09083558027109152,-0.09265300040048464
industry_theme_state,SZ002558,2025-03-06,2025-03-07,2025-03-07,ema_state,16.200000762939453,2025-03-17,2025-03-18,15.890000343322754,14.904000701904298,14.904000701904298,1.296000061035155,time_stop,11,-0.019135827470198857,-0.021096575441272983
industry_theme_state,SZ002050,2025-03-06,2025-03-07,2025-03-07,ema_state,31.190000534057617,2025-03-17,2025-03-18,31.040000915527344,28.69480049133301,28.69480049133301,2.4952000427246084,time_stop,11,-0.004809221415898433,-0.006798608279634767
industry_theme_state,SH600050,2025-03-18,2025-03-19,2025-03-19,ema_state,5.940000057220459,2025-03-20,2025-03-21,5.519999980926514,5.464800052642823,5.464800052642823,0.4752000045776361,ema60_exit,2,-0.0707070828700427,-0.07256473987579966
industry_theme_state,SZ002236,2025-03-17,2025-03-18,2025-03-18,ema_state,18.40999984741211,2025-03-24,2025-03-25,16.860000610351562,16.93719985961914,16.93719985961914,1.4727999877929676,stop_loss,7,-0.08419333242299999,-0.08602403040916091
industry_theme_state,SH603986,2025-03-14,2025-03-17,2025-03-17,ema_state,128.9199981689453,2025-03-25,2025-03-26,118.97000122070312,118.60639831542969,118.60639831542969,10.313599853515626,ema60_exit,9,-0.07717962371674139,-0.07902434211011118
industry_theme_state,SZ000977,2025-03-18,2025-03-19,2025-03-19,ema_state,59.720001220703125,2025-03-25,2025-03-26,54.29999923706055,54.94240112304688,54.94240112304688,4.777600097656247,ema60_exit,7,-0.0907568967323401,-0.09288023873379568
industry_theme_state,SZ000425,2025-03-14,2025-03-17,2025-03-17,ema_state,9.0600004196167,2025-03-27,2025-03-28,8.460000038146973,8.335200386047363,8.335200386047363,0.7248000335693359,time_stop,11,-0.06622520460049942,-0.06809182088315713
industry_theme_state,SZ000807,2025-03-14,2025-03-17,2025-03-17,ema_state,17.84000015258789,2025-03-27,2025-03-28,17.049999237060547,16.41280014038086,16.41280014038086,1.427200012207031,time_stop,11,-0.04428256215080499,-0.046193041786685436
industry_theme_state,SZ000338,2025-03-14,2025-03-17,2025-03-17,ema_state,15.380000114440918,2025-03-27,2025-03-28,15.229999542236328,14.149600105285645,14.149600105285645,1.2304000091552734,time_stop,11,-0.009752963009652263,-0.01173246733147205
industry_theme_state,SZ000157,2025-03-14,2025-03-17,2025-03-17,ema_state,7.659999847412109,2025-03-27,2025-03-28,7.159999847412109,7.047199859619141,7.047199859619141,0.6127999877929682,time_stop,11,-0.06527415273629834,-0.06714463645704595
industry_theme_state,SH603799,2025-03-17,2025-03-18,2025-03-18,ema_state,36.65999984741211,2025-03-28,2025-03-31,33.849998474121094,33.72719985961914,33.72719985961914,2.9327999877929685,time_stop,13,-0.07665033783379512,-0.07849611426990953
industry_theme_state,SZ000933,2025-03-17,2025-03-18,2025-03-18,ema_state,19.18000030517578,2025-03-28,2025-03-31,18.079999923706055,17.64560028076172,17.64560028076172,1.5344000244140616,time_stop,13,-0.057351426692776854,-0.05923578166190677
industry_theme_state,SH600019,2025-03-17,2025-03-18,2025-03-18,ema_state,7.260000228881836,2025-03-28,2025-03-31,7.070000171661377,6.679200210571289,6.679200210571289,0.5808000183105468,time_stop,13,-0.02617080595460563,-0.028117491000173633
industry_theme_state,SZ000426,2025-03-17,2025-03-18,2025-03-18,ema_state,14.09000015258789,2025-03-28,2025-03-31,13.550000190734863,12.96280014038086,12.96280014038086,1.1272000122070303,time_stop,13,-0.03832505010681964,-0.04025410105368756
industry_theme_state,SH600031,2025-03-18,2025-03-19,2025-03-19,ema_state,19.100000381469727,2025-03-31,2025-04-01,18.520000457763672,17.57200035095215,17.57200035095215,1.5280000305175783,time_stop,13,-0.030366487545662773,-0.03230478542163353
industry_theme_state,SH603501,2025-03-18,2025-03-19,2025-03-19,ema_state,139.44000244140625,2025-03-31,2025-04-01,132.60000610351562,128.28480224609376,128.28480224609376,11.155200195312489,time_stop,13,-0.04905332916043833,-0.0509542720306824
industry_theme_state,SZ002532,2025-03-19,2025-03-20,2025-03-20,ema_state,8.760000228881836,2025-03-31,2025-04-01,8.510000228881836,8.059200210571289,8.059200210571289,0.700800018310547,time_stop,12,-0.028538812039724235,-0.03048076343994471
industry_theme_state,SH600926,2025-03-19,2025-03-20,2025-03-20,ema_state,14.199999809265137,2025-03-31,2025-04-01,13.859999656677246,13.063999824523925,13.063999824523925,1.1359999847412112,time_stop,12,-0.023943673039069285,-0.025894810124448425
industry_theme_state,SH601168,2025-03-19,2025-03-20,2025-03-20,ema_state,17.170000076293945,2025-03-31,2025-04-01,16.040000915527344,15.79640007019043,15.79640007019043,1.3736000061035156,time_stop,12,-0.0658124144289757,-0.06767985587939254
industry_theme_state,SH603893,2025-03-19,2025-03-20,2025-03-20,ema_state,168.42999267578125,2025-04-01,2025-04-02,167.0399932861328,154.95559326171875,154.95559326171875,13.474399414062503,time_stop,13,-0.008252683311125662,-0.01023518669281261
industry_theme_state,SZ002594,2025-03-06,2025-03-07,2025-03-07,ema_state,118.22000122070312,2025-04-03,2025-04-07,109.80000305175781,108.76240112304689,108.76240112304689,9.45760009765624,time_stop,31,-0.07122312706820351,-0.07307975250135058
industry_theme_state,SH600362,2025-03-18,2025-03-19,2025-03-19,ema_state,21.479999542236328,2025-04-07,2025-04-08,19.239999771118164,19.76159957885742,19.76159957885742,1.718399963378907,stop_loss,20,-0.10428304557053789,-0.10607358421007702
industry_theme_state,SH600276,2025-06-11,2025-06-12,2025-06-12,ema_state,54.400001525878906,2025-06-19,2025-06-20,51.75,50.0480014038086,50.0480014038086,4.352000122070308,ema60_exit,8,-0.048713261976992044,-0.050614884641705674
industry_theme_state,SH601111,2025-06-13,2025-06-16,2025-06-16,ema_state,7.75,2025-06-19,2025-06-20,7.650000095367432,7.13,7.13,0.6200000000000001,ema60_exit,4,-0.012903213500976562,-0.014913475091966054
industry_theme_state,SZ000963,2025-06-09,2025-06-10,2025-06-10,ema_state,43.93000030517578,2025-06-20,2025-06-23,40.72999954223633,40.41560028076172,40.41560028076172,3.5144000244140585,time_stop,13,-0.07284317643317732,-0.07469656338683414
industry_theme_state,SH601077,2025-06-09,2025-06-10,2025-06-10,ema_state,7.210000038146973,2025-06-20,2025-06-23,6.949999809265137,6.633200035095215,6.633200035095215,0.5768000030517575,time_stop,13,-0.03606105790654865,-0.037987972333522094
industry_theme_state,SZ002311,2025-06-09,2025-06-10,2025-06-10,ema_state,60.11000061035156,2025-06-20,2025-06-23,58.310001373291016,55.30120056152344,55.30120056152344,4.808800048828125,time_stop,13,-0.0299450876523626,-0.03188422790693063
industry_theme_state,SZ000975,2025-06-13,2025-06-16,2025-06-16,ema_state,20.459999084472656,2025-06-20,2025-06-23,18.809999465942383,18.823199157714846,18.823199157714846,1.63679992675781,stop_loss,7,-0.08064514625430645,-0.08248293706639173
industry_theme_state,SH600988,2025-06-11,2025-06-12,2025-06-12,ema_state,27.1299991607666,2025-06-23,2025-06-24,26.399999618530273,24.959599227905276,24.959599227905276,2.1703999328613257,time_stop,12,-0.02690746645108635,-0.028852678911953773
industry_theme_state,SH600547,2025-06-12,2025-06-13,2025-06-13,ema_state,31.100000381469727,2025-06-24,2025-06-25,31.06999969482422,28.61200035095215,28.61200035095215,2.4880000305175756,time_stop,12,-0.0009646522918817417,-0.0029975046077436304
industry_theme_state,SH601919,2025-06-13,2025-06-16,2025-06-16,ema_state,14.649999618530273,2025-06-26,2025-06-27,14.4399995803833,13.477999649047852,13.477999649047852,1.171999969482421,time_stop,11,-0.01433447396690379,-0.016304819846030418
industry_theme_state,SH601991,2025-06-13,2025-06-16,2025-06-16,ema_state,3.200000047683716,2025-06-26,2025-06-27,3.130000114440918,2.9440000438690186,2.9440000438690186,0.25600000381469723,time_stop,11,-0.021874978812411742,-0.02383025121858377
industry_theme_state,SH601857,2025-06-24,2025-06-25,2025-06-25,ema_state,8.5,2025-07-07,2025-07-08,8.329999923706055,7.82,7.82,0.6799999999999997,time_stop,13,-0.020000008975758272,-0.021959029447570815
industry_theme_state,SZ002352,2025-06-24,2025-06-25,2025-06-25,ema_state,49.66999816894531,2025-07-07,2025-07-08,46.79999923706055,45.69639831542969,45.69639831542969,3.9735998535156227,time_stop,13,-0.05778133758175065,-0.06014076912432401
industry_theme_state,SH601077,2025-06-25,2025-06-26,2025-06-26,ema_state,7.070000171661377,2025-07-08,2025-07-09,7.050000190734863,6.504400157928467,6.504400157928467,0.5656000137329098,time_stop,13,-0.002828851547511898,-0.004822197171604828
industry_theme_state,SH601319,2025-06-12,2025-06-13,2025-06-13,ema_state,8.34000015258789,2025-07-09,2025-07-10,8.34000015258789,7.6728001403808594,7.6728001403808594,0.6672000122070312,time_stop,27,0.0,-0.001999000499750157
industry_theme_state,SH601009,2025-06-24,2025-06-25,2025-06-25,ema_state,11.380000114440918,2025-07-11,2025-07-14,11.239999771118164,10.469600105285645,10.469600105285645,0.9104000091552731,time_stop,19,-0.012302314755260607,-0.014276722921666915
industry_theme_state,SH600919,2025-06-27,2025-06-30,2025-06-30,ema_state,11.350000381469727,2025-07-16,2025-07-17,11.359999656677246,10.44200035095215,10.44200035095215,0.9080000305175773,time_stop,17,0.0008809933807442491,-0.0011197682252143259
industry_theme_state,SH601169,2025-07-10,2025-07-11,2025-07-11,ema_state,7.099999904632568,2025-07-21,2025-07-22,6.78000020980835,6.531999912261963,6.531999912261963,0.5679999923706056,time_stop,11,-0.045070380158093684,-0.04697928494538385
industry_theme_state,SH601658,2025-06-25,2025-06-26,2025-06-26,ema_state,5.480000019073486,2025-07-22,2025-07-23,5.46999979019165,5.041600017547608,5.041600017547608,0.43840000152587866,time_stop,27,-0.00182485927865502,-0.003820211883795203
industry_theme_state,SH601998,2025-06-12,2025-06-13,2025-06-13,ema_state,8.029999732971191,2025-07-25,2025-07-28,7.949999809265137,7.387599754333497,7.387599754333497,0.6423999786376946,time_stop,45,-0.009962630929808737,-0.011941716125351316
industry_theme_state,SH601166,2025-06-12,2025-06-13,2025-06-13,ema_state,22.139999389648438,2025-07-28,2025-07-29,22.299999237060547,20.368799438476564,20.368799438476564,1.771199951171873,ema60_exit,46,0.007226732241325957,0.0052132855002138614
industry_theme_state,SH601939,2025-06-11,2025-06-12,2025-06-12,ema_state,8.75,2025-07-29,2025-07-30,9.020000457763672,8.05,8.05,0.6999999999999993,ema60_exit,48,0.03085719517299107,0.028723067627301698
industry_theme_state,SH601838,2025-06-09,2025-06-10,2025-06-10,ema_state,18.389999389648438,2025-07-31,2025-08-01,18.510000228881836,16.91879943847656,16.91879943847656,1.4711999511718759,ema60_exit,52,0.006525331333123687,0.004469339218366514
industry_theme_state,SH600926,2025-06-11,2025-06-12,2025-06-12,ema_state,15.710000038146973,2025-07-31,2025-08-01,15.729999542236328,14.453200035095216,14.453200035095216,1.2568000030517563,time_stop,50,0.0012730429052064123,-0.0007285024079474238
industry_theme_state,SH601916,2025-06-27,2025-06-30,2025-06-30,ema_state,3.390000104904175,2025-07-31,2025-08-01,3.390000104904175,3.118800096511841,3.118800096511841,0.2712000083923338,time_stop,32,0.0,-0.0019990004997501895
industry_theme_state,SZ000426,2025-07-17,2025-07-18,2025-07-18,ema_state,17.860000610351562,2025-07-31,2025-08-01,17.440000534057617,16.43120056152344,16.43120056152344,1.4288000488281227,time_stop,14,-0.02351624087014395,-0.025468232392642447
industry_theme_state,SZ002074,2025-07-22,2025-07-23,2025-07-23,ema_state,30.68000030517578,2025-08-04,2025-08-05,29.18000030517578,28.22560028076172,28.22560028076172,2.45440002441406,time_stop,13,-0.04889178569359228,-0.05079305148930724
industry_theme_state,SZ002460,2025-07-28,2025-07-29,2025-07-29,ema_state,37.959999084472656,2025-08-08,2025-08-11,39.0,34.92319915771485,34.92319915771485,3.0367999267578085,time_stop,13,0.027397285052958572,0.025343517366695847
industry_theme_state,SH600549,2025-07-30,2025-07-31,2025-07-31,ema_state,23.520000457763672,2025-08-11,2025-08-12,23.59000015258789,21.638400421142578,21.638400421142578,1.8816000366210943,time_stop,12,0.0029761774431051376,0.0009712275631589004
industry_theme_state,SH600415,2025-06-09,2025-06-10,2025-06-10,ema_state,17.969999313354492,2025-08-12,2025-08-13,18.920000076293945,16.532399368286132,16.532399368286132,1.43759994506836,ema60_exit,64,0.05286593206675615,0.05076125254238482
industry_theme_state,SH600016,2025-06-24,2025-06-25,2025-06-25,ema_state,4.579999923706055,2025-08-15,2025-08-18,4.570000171661377,4.21359992980957,4.21359992980957,0.3663999938964846,time_stop,54,-0.0021833520111908893,-0.004177987989179514
industry_theme_state,SH603259,2025-08-05,2025-08-06,2025-08-06,ema_state,92.98999786376953,2025-08-19,2025-08-20,89.08000183105469,85.55079803466798,85.55079803466798,7.439199829101554,time_stop,14,-0.0420474902950637,-0.04396243784070076
industry_theme_state,SH600958,2025-08-13,2025-08-14,2025-08-14,ema_state,11.510000228881836,2025-08-27,2025-08-28,11.380000114440918,10.58920021057129,10.58920021057129,0.9208000183105458,time_stop,14,-0.011294536216837861,-0.01327095893304608
industry_theme_state,SH601211,2025-06-13,2025-06-16,2025-06-16,ema_state,17.780000686645508,2025-09-03,2025-09-04,19.610000610351562,16.35760063171387,16.35760063171387,1.4224000549316393,ema60_exit,80,0.10292462615485504,0.10071987927598476
industry_theme_state,SH600760,2025-07-14,2025-07-15,2025-07-15,ema_state,57.369998931884766,2025-09-03,2025-09-04,55.2400016784668,52.780399017333984,52.780399017333984,4.5895999145507815,time_stop,51,-0.037127371327772,-0.0390521541936835
industry_theme_state,SZ002049,2025-08-28,2025-08-29,2025-08-29,ema_state,83.0,2025-09-03,2025-09-04,76.0,76.36,76.36,6.640000000000001,stop_loss,6,-0.08433734939759036,-0.08616775949374712
industry_theme_state,SZ002414,2025-07-08,2025-07-09,2025-07-09,ema_state,10.050000190734863,2025-09-04,2025-09-05,10.789999961853027,9.246000175476075,9.246000175476075,0.8040000152587883,ema60_exit,58,0.07363181662427956,0.0714856260863
industry_theme_state,SH601601,2025-06-12,2025-06-13,2025-06-13,ema_state,34.83000183105469,2025-09-09,2025-09-10,37.38999938964844,32.04360168457031,32.04360168457031,2.7864001464843753,ema60_exit,89,0.0734997824866962,0.07135385588502371
industry_theme_state,SH601336,2025-08-11,2025-08-12,2025-08-12,ema_state,61.939998626708984,2025-09-15,2025-09-16,61.70000076293945,56.984798736572266,56.984798736572266,4.9551998901367185,time_stop,35,-0.0038746830657184162,-0.005865938072083796
industry_theme_state,SH600000,2025-06-11,2025-06-12,2025-06-12,ema_state,11.989999771118164,2025-09-16,2025-09-17,13.149999618530273,11.03079978942871,11.03079978942871,0.9591999816894532,ema60_exit,97,0.09674727852842403,0.09455488017054618
industry_theme_state,SH601958,2025-09-04,2025-09-05,2025-09-05,ema_state,15.4399995803833,2025-09-16,2025-09-17,15.279999732971191,14.204799613952638,14.204799613952638,1.2351999664306632,time_stop,12,-0.010362684699511977,-0.01234097018736905
industry_theme_state,SZ002736,2025-08-01,2025-08-04,2025-08-04,ema_state,13.140000343322754,2025-09-18,2025-09-19,13.020000457763672,12.088800315856934,12.088800315856934,1.0512000274658195,ema60_exit,46,-0.009132411143357496,-0.011113155948668126
industry_theme_state,SH600549,2025-09-04,2025-09-05,2025-09-05,ema_state,28.600000381469727,2025-09-18,2025-09-19,28.3799991607666,26.31200035095215,26.31200035095215,2.2880000305175763,time_stop,14,-0.007692350271633785,-0.009675973759346633
industry_theme_state,SH600160,2025-09-05,2025-09-08,2025-09-08,ema_state,35.7400016784668,2025-09-23,2025-09-24,35.709999084472656,32.88080154418945,32.88080154418945,2.8592001342773443,time_stop,16,-0.0008394681752971787,-0.0028367905777454184
industry_theme_state,SH600660,2025-09-19,2025-09-22,2025-09-22,ema_state,71.55999755859375,2025-10-09,2025-10-10,70.08999633789062,65.83519775390626,65.83519775390626,5.724799804687493,time_stop,18,-0.020542220106973583,-0.02250015669846382
industry_theme_state,SZ002074,2025-09-19,2025-09-22,2025-09-22,ema_state,43.9900016784668,2025-10-13,2025-10-14,44.25,40.470801544189456,40.470801544189456,3.519200134277341,time_stop,22,0.005910395808429189,0.003899580424504318
industry_theme_state,SH603259,2025-08-20,2025-08-21,2025-08-21,ema_state,92.0,2025-10-14,2025-10-15,96.0999984741211,84.64,84.64,7.359999999999999,ema60_exit,55,0.04456520080566406,0.042477114447232026
industry_theme_state,SZ000657,2025-06-24,2025-06-25,2025-06-25,ema_state,11.569999694824219,2025-10-16,2025-10-17,16.8700008392334,10.644399719238281,10.644399719238281,0.9255999755859374,ema60_exit,114,0.4580813555924387,0.45516665023393293
industry_theme_state,SZ002241,2025-09-04,2025-09-05,2025-09-05,ema_state,31.709999084472656,2025-10-17,2025-10-20,31.65999984741211,29.173199157714844,29.173199157714844,2.536799926757812,time_stop,45,-0.0015767656418832839,-0.0035726141863273494
industry_theme_state,SH600673,2025-06-25,2025-06-26,2025-06-26,ema_state,11.399999618530273,2025-10-20,2025-10-21,20.260000228881836,10.487999649047852,10.487999649047852,0.9119999694824212,ema60_exit,117,0.7771930620023848,0.7736404521832896
industry_theme_state,SZ002558,2025-07-29,2025-07-30,2025-07-30,ema_state,24.030000686645508,2025-10-30,2025-10-31,35.869998931884766,22.10760063171387,22.10760063171387,1.9224000549316393,ema60_exit,93,0.49271734943475254,0.4897334067072468
industry_theme_state,SZ000630,2025-10-21,2025-10-22,2025-10-22,ema_state,5.210000038146973,2025-11-03,2025-11-04,5.050000190734863,4.793200035095215,4.793200035095215,0.41680000305175735,time_stop,13,-0.030710143232362836,-0.032647754140444095
industry_theme_state,SH600580,2025-10-31,2025-11-03,2025-11-03,ema_state,48.369998931884766,2025-11-04,2025-11-05,42.84000015258789,44.50039901733398,44.50039901733398,3.8695999145507827,stop_loss,2,-0.11432703951646325,-0.11609750020708497
industry_theme_state,SZ002837,2025-07-23,2025-07-24,2025-07-24,ema_state,31.700000762939453,2025-11-05,2025-11-06,67.08000183105469,29.1640007019043,29.1640007019043,2.5360000610351534,ema60_exit,105,1.1160883349087511,1.111858273269753
industry_theme_state,SH600111,2025-09-24,2025-09-25,2025-09-25,ema_state,46.650001525878906,2025-11-11,2025-11-12,46.599998474121094,42.918001403808596,42.918001403808596,3.7320001220703105,time_stop,48,-0.0010718767443142205,-0.003068734561916791
industry_theme_state,SH600580,2025-11-06,2025-11-07,2025-11-07,ema_state,45.599998474121094,2025-11-11,2025-11-12,41.86000061035156,41.95199859619141,41.95199859619141,3.647999877929685,stop_loss,5,-0.08201749975698035,-0.08385254723372805
industry_theme_state,SH600143,2025-09-10,2025-09-11,2025-09-11,ema_state,17.520000457763672,2025-11-12,2025-11-13,18.18000030517578,16.118400421142578,16.118400421142578,1.401600036621094,ema60_exit,63,0.037671223183081734,0.03559691788936248
industry_theme_state,SZ002602,2025-08-18,2025-08-19,2025-08-19,ema_state,13.529999732971191,2025-11-17,2025-11-18,16.31999969482422,12.447599754333497,12.447599754333497,1.082399978637694,ema60_exit,91,0.2062084269709252,0.2037972157226075
industry_theme_state,SZ000933,2025-11-05,2025-11-06,2025-11-06,ema_state,24.969999313354492,2025-11-18,2025-11-19,24.579999923706055,22.972399368286133,22.972399368286133,1.9975999450683588,time_stop,13,-0.015618718477090924,-0.017586497150799938
industry_theme_state,SZ000776,2025-08-01,2025-08-04,2025-08-04,ema_state,19.200000762939453,2025-11-21,2025-11-24,21.200000762939453,17.664000701904296,17.664000701904296,1.536000061035157,ema60_exit,112,0.10416666252745539,0.10195943281725564
industry_theme_state,SH603659,2025-10-10,2025-10-13,2025-10-13,ema_state,25.6299991607666,2025-11-21,2025-11-24,26.309999465942383,23.579599227905273,23.579599227905273,2.0503999328613283,ema60_exit,42,0.0265314212813826,0.02447938445723198
industry_theme_state,SH600183,2025-10-14,2025-10-15,2025-10-15,ema_state,55.599998474121094,2025-11-21,2025-11-24,53.27000045776367,51.15199859619141,51.15199859619141,4.447999877929682,time_stop,40,-0.0419064402931938,-0.04382166979785505
industry_theme_state,SH601138,2025-10-17,2025-10-20,2025-10-20,ema_state,61.65999984741211,2025-11-21,2025-11-24,60.66999816894531,56.72719985961914,56.72719985961914,4.9327999877929685,time_stop,35,-0.016055817076171264,-0.018022721989562254
industry_theme_state,SZ002202,2025-10-20,2025-10-21,2025-10-21,ema_state,14.65999984741211,2025-11-21,2025-11-24,14.100000381469727,13.48719985961914,13.48719985961914,1.1727999877929687,time_stop,34,-0.03819914541412755,-0.040121785803104854
industry_theme_state,SZ002532,2025-11-04,2025-11-05,2025-11-05,ema_state,12.729999542236328,2025-11-21,2025-11-24,12.579999923706055,11.711599578857422,11.711599578857422,1.018399963378906,time_stop,19,-0.011783159774090803,-0.013758605731563836
industry_theme_state,SH600362,2025-11-13,2025-11-14,2025-11-14,ema_state,39.130001068115234,2025-11-21,2025-11-24,35.560001373291016,35.99960098266602,35.99960098266602,3.1304000854492173,stop_loss,10,-0.09123433675889174,-0.09305095977386645
industry_theme_state,SZ002460,2025-11-12,2025-11-13,2025-11-13,ema_state,67.8499984741211,2025-11-24,2025-11-25,59.02000045776367,62.42199859619141,62.42199859619141,5.427999877929686,stop_loss,12,-0.1301399884294073,-0.13187883902724953
industry_theme_state,SH601857,2025-12-01,2025-12-02,2025-12-02,ema_state,9.9399995803833,2025-12-12,2025-12-15,9.529999732971191,9.144799613952637,9.144799613952637,0.7951999664306637,time_stop,13,-0.04124747129982265,-0.043164018083830955
industry_theme_state,SH603799,2025-08-01,2025-08-04,2025-08-04,ema_state,42.5099983215332,2025-12-15,2025-12-16,58.97999954223633,39.10919845581055,39.10919845581055,3.4007998657226537,ema60_exit,134,0.38743829383687217,0.3846648039941198
industry_theme_state,SZ000933,2025-12-01,2025-12-02,2025-12-02,ema_state,25.0,2025-12-16,2025-12-17,24.899999618530273,23.0,23.0,2.0,time_stop,15,-0.004000015258789062,-0.005991019726037812
industry_theme_state,SH600089,2025-12-25,2025-12-26,2025-12-26,ema_state,23.010000228881836,2026-01-05,2026-01-06,22.950000762939453,21.16920021057129,21.16920021057129,1.8408000183105457,time_stop,11,-0.002607538693853306,-0.0046013267224513
industry_theme_state,SZ000975,2025-12-26,2025-12-29,2025-12-29,ema_state,24.610000610351562,2026-01-08,2026-01-09,24.079999923706055,22.641200561523437,22.641200561523437,1.9688000488281254,time_stop,11,-0.021535988358430867,-0.023491938406689877
industry_theme_state,SH601318,2026-01-09,2026-01-12,2026-01-12,ema_state,68.9000015258789,2026-01-22,2026-01-23,65.19999694824219,63.388001403808595,63.388001403808595,5.512000122070312,time_stop,11,-0.05370108121473689,-0.05559273322630159
industry_theme_state,SH600601,2025-08-12,2025-08-13,2025-08-13,ema_state,6.039999961853027,2026-01-28,2026-01-29,11.550000190734863,5.556799964904785,5.556799964904785,0.4831999969482421,ema60_exit,169,0.9122516992850127,0.9084291071824937
industry_theme_state,SH605117,2025-09-17,2025-09-18,2025-09-18,ema_state,69.02999877929688,2026-01-30,2026-02-02,83.5,63.507598876953125,63.507598876953125,5.52239990234375,ema60_exit,137,0.20961902761966866,0.20720099857894972
industry_theme_state,SZ002128,2025-12-01,2025-12-02,2025-12-02,ema_state,26.139999389648438,2026-02-02,2026-02-03,27.440000534057617,24.048799438476564,24.048799438476564,2.0911999511718733,ema60_exit,63,0.04973225611183397,0.047633840807262545
industry_theme_state,SH600346,2026-01-26,2026-01-27,2026-01-27,ema_state,26.0,2026-02-06,2026-02-09,25.010000228881836,23.92,23.92,2.0799999999999983,time_stop,13,-0.03807691427377554,-0.0399997990028634
industry_theme_state,SZ000408,2025-07-08,2025-07-09,2025-07-09,ema_state,40.95000076293945,2026-03-03,2026-03-04,78.69000244140625,37.6740007019043,37.6740007019043,3.2760000610351554,ema60_exit,238,0.9216117454293733,0.9177704425899342
industry_theme_state,SZ002738,2025-11-12,2025-11-13,2025-11-13,ema_state,59.0,2026-03-06,2026-03-09,76.5,54.28,54.28,4.719999999999999,ema60_exit,116,0.2966101694915254,0.2940182451147308
industry_theme_state,SH603993,2025-07-09,2025-07-10,2025-07-10,ema_state,8.020000457763672,2026-03-09,2026-03-10,21.6200008392334,7.378400421142579,7.378400421142579,0.6416000366210932,ema60_exit,243,1.695760549278323,1.690371722593109
industry_theme_state,SH600362,2025-12-25,2025-12-26,2025-12-26,ema_state,44.540000915527344,2026-03-09,2026-03-10,52.79999923706055,40.97680084228516,40.97680084228516,3.563200073242186,ema60_exit,74,0.18545123825207732,0.18308152063438204
industry_theme_state,SH600372,2025-12-25,2025-12-26,2025-12-26,ema_state,13.350000381469727,2026-03-12,2026-03-13,14.449999809265137,12.28200035095215,12.28200035095215,1.0680000305175774,ema60_exit,77,0.0823969585290985,0.08023324646807072
industry_theme_state,SZ000426,2025-08-01,2025-08-04,2025-08-04,ema_state,18.229999542236328,2026-03-13,2026-03-16,46.209999084472656,16.771599578857423,16.771599578857423,1.4583999633789055,ema60_exit,224,1.534832706792484,1.529765574944823
industry_theme_state,SH601899,2025-09-16,2025-09-17,2025-09-17,ema_state,24.93000030517578,2026-03-13,2026-03-16,35.040000915527344,22.93560028076172,22.93560028076172,1.9944000244140625,ema60_exit,180,0.40553551891664436,0.4027258527119135
industry_theme_state,SH601168,2025-12-25,2025-12-26,2025-12-26,ema_state,26.329999923706055,2026-03-13,2026-03-16,29.549999237060547,24.22359992980957,24.22359992980957,2.106399993896485,ema60_exit,80,0.12229393553683171,0.12005046939882706
industry_theme_state,SZ002532,2025-12-01,2025-12-02,2025-12-02,ema_state,12.890000343322754,2026-03-18,2026-03-19,16.59000015258789,11.858800315856934,11.858800315856934,1.03120002746582,ema60_exit,107,0.2870441978833462,0.28447139588857684
industry_theme_state,SZ000807,2025-12-01,2025-12-02,2025-12-02,ema_state,25.25,2026-03-18,2026-03-19,30.360000610351562,23.23,23.23,2.0199999999999996,ema60_exit,107,0.2023762617961015,0.19997271104788333
industry_theme_state,SH600489,2025-09-17,2025-09-18,2025-09-18,ema_state,18.40999984741211,2026-03-19,2026-03-20,26.700000762939453,16.93719985961914,16.93719985961914,1.4727999877929676,ema60_exit,183,0.4502988041410912,0.44739965610682614
industry_theme_state,SH600549,2025-12-25,2025-12-26,2025-12-26,ema_state,40.220001220703125,2026-03-19,2026-03-20,56.08000183105469,37.00240112304688,37.00240112304688,3.217600097656245,ema60_exit,84,0.39433118172526743,0.39154391299618146
industry_theme_state,SZ000933,2025-12-26,2025-12-29,2025-12-29,ema_state,27.700000762939453,2026-03-20,2026-03-23,30.469999313354492,25.484000701904296,25.484000701904296,2.2160000610351567,ema60_exit,84,0.09999994491412043,0.09780104447451199
industry_theme_state,SH600426,2025-12-26,2025-12-29,2025-12-29,ema_state,30.719999313354492,2026-03-20,2026-03-23,35.5,28.262399368286133,28.262399368286133,2.4575999450683597,ema60_exit,84,0.15559898416298343,0.15328894121613093
